Team,Player,Event,EventID,X,Y,X2,Y2,Babak,Opponent,Direction
Home,Asep Juandi,Pass Fail,751,77,32,72,37,1,B-One,Right
Home,Rofi,Intercept,752,12,30,-,-,1,B-One,Right
Home,Rofi,Pass,753,25,11,44,14,1,B-One,Right
Home,Fikri N,Pass Fail,754,59,25,81,28,1,B-One,Right
Home,Dhiya Ulhaq,Pass,755,3,47,11,59,1,B-One,Right
Home,Andri V,Pass,756,9,65,12,44,1,B-One,Right
Home,Rofi,Pass,757,10,34,-,-,1,B-One,Right
Home,Rofi,Pass,758,10,34,53,64,1,B-One,Right
Home,Ammar,Pass,759,45,56,47,27,1,B-One,Right
Home,Fikri N,Pass,760,48,21,59,36,1,B-One,Right
Home,Surya G,Pass,761,62,42,62,19,1,B-One,Right
Home,Fikri N,Pass Fail,762,62,12,76,12,1,B-One,Right
Home,Dhiya Ulhaq,Pass,763,4,40,65,70,1,B-One,Right
Home,Jumagar,Pass,764,83,72,76,70,1,B-One,Right
Home,Ammar,Pass Fail,765,77,70,76,63,1,B-One,Right
Home,Rofi,Intercept,766,17,37,-,-,1,B-One,Right
Home,Rofi,Pass,767,19,36,29,37,1,B-One,Right
Home,Roni S,Pass Fail,768,30,31,25,18,1,B-One,Right
Home,Rofi,Pass,769,18,23,42,25,1,B-One,Right
Home,Surya G,Pass Fail,770,50,38,46,43,1,B-One,Right
Home,Surya G,Intercept Fail,771,39,36,-,-,1,B-One,Right
Home,Dhiya Ulhaq,Pass,772,5,36,28,20,1,B-One,Right
Home,Fikri N,Pass,773,62,7,76,6,1,B-One,Right
Home,Ammar,Pass Fail,774,93,17,93,30,1,B-One,Right
Home,Rofi,Pass,775,21,26,25,19,1,B-One,Right
Home,Antonius,Pass,776,26,22,28,60,1,B-One,Right
Home,Andri V,Pass,777,27,72,55,80,1,B-One,Right
Home,Jumagar,Shots Off,778,76,77,92,65,1,B-One,Right
Home,Surya G,Tackle,779,42,53,-,-,1,B-One,Right
Home,Surya G,Pass,780,27,52,25,80,1,B-One,Right
Home,Andri V,Pass Fail,781,27,72,40,52,1,B-One,Right
Home,Dhiya Ulhaq,Pass,782,7,53,26,53,1,B-One,Right
Home,Roni S,Pass,783,33,59,-,-,1,B-One,Right
Home,Roni S,Pass Fail,784,40,68,79,40,1,B-One,Right
Home,Surya G,Pass Fail,785,71,43,76,39,1,B-One,Right
Home,Surya G,Tackle,786,67,35,-,-,1,B-One,Right
Home,Surya G,Pass,787,59,31,39,33,1,B-One,Right
Home,Antonius,Pass,788,32,21,18,32,1,B-One,Right
Home,Antonius,half time,789,50,50,-,-,0,B-One,
Home,Antonius,half time,790,50,49,-,-,0,B-One,
Home,Roni S,Intercept,791,65,61,-,-,2,B-One,Left
Home,Jumagar,Pass,792,59,89,64,73,2,B-One,Left
Home,Surya G,Pass,793,63,55,61,43,2,B-One,Left
Home,Andri V,Intercept,794,80,33,-,-,2,B-One,Left
Home,Andri V,Pass,795,79,32,57,34,2,B-One,Left
Home,Surya G,Pass,796,53,28,65,15,2,B-One,Left
Home,Fikri N,Pass,797,63,16,42,37,2,B-One,Left
Home,Ammar,Pass,798,38,51,44,46,2,B-One,Left
Home,Mahardika,Pass,799,45,47,38,62,2,B-One,Left
Home,Ammar,Pass,800,27,72,14,81,2,B-One,Left
Home,Jumagar,Pass Fail,801,9,79,5,61,2,B-One,Left
Home,Eggi,Tackle,802,95,35,-,-,2,B-One,Left
Home,Eggi,Pass,803,90,33,79,8,2,B-One,Left
Home,Fikri N,Pass Fail,804,80,7,74,8,2,B-One,Left
Home,Eggi,Pass Fail,805,69,22,77,26,2,B-One,Left
Home,Roni S,Intercept,806,79,28,-,-,2,B-One,Left
Home,Roni S,Pass,807,81,34,77,43,2,B-One,Left
Home,Ammar,Pass,808,73,54,61,72,2,B-One,Left
Home,Eggi,Pass,809,53,78,61,68,2,B-One,Left
Home,Ammar,Pass,810,36,46,34,27,2,B-One,Left
Home,Fikri N,Pass,811,32,31,21,77,2,B-One,Left
Home,Jumagar,Pass Fail,812,23,67,16,49,2,B-One,Left
Home,Rofi,Intercept,813,86,32,-,-,2,B-One,Left
Home,Rofi,Pass,814,80,35,54,34,2,B-One,Left
Home,Roni S,Pass,815,44,34,35,19,2,B-One,Left
Home,Ammar,Pass Fail,816,2,5,6,30,2,B-One,Left
Home,Antonius,Tackle Fail,817,66,75,-,-,2,B-One,Left
Home,Dhiya Ulhaq,Pass,818,95,40,64,20,2,B-One,Left
Home,Fikri N,Pass,819,57,12,33,17,2,B-One,Left
Home,Ammar,Pass Fail,820,38,9,-,-,2,B-One,Left
Home,Ammar,Pass Fail,821,38,9,25,17,2,B-One,Left
Home,Roni S,Intercept Fail,822,58,49,-,-,2,B-One,Left
Home,Dhiya Ulhaq,Pass Fail,823,90,37,29,24,2,B-One,Left
Home,Surya G,Intercept,824,45,32,-,-,2,B-One,Left
Home,Surya G,Pass,825,43,30,34,17,2,B-One,Left
Home,Fikri N,Pass,826,31,12,25,32,2,B-One,Left
Home,Surya G,Pass,827,28,35,28,49,2,B-One,Left
Home,Ammar,Pass Fail,828,28,63,12,67,2,B-One,Left
Home,Ammar,Shots On,829,30,49,3,50,2,B-One,Left
Home,Andri V,Intercept Fail,830,45,11,-,-,2,B-One,Left
Home,Rofi,Intercept,831,86,44,-,-,2,B-One,Left
Home,Rofi,Pass,832,85,41,47,34,2,B-One,Left
Home,Surya G,Pass,833,38,35,42,47,2,B-One,Left
Home,Ammar,Pass,834,53,69,65,82,2,B-One,Left
Home,Jumagar,Pass,835,68,72,75,58,2,B-One,Left
Home,Jumagar,Pass,836,75,57,-,-,2,B-One,Left
Home,Eggi,Pass,837,62,47,39,39,2,B-One,Left
Home,Budi Hudni,Pass,838,29,28,29,25,2,B-One,Left
Home,Fikri N,Pass Fail,839,13,9,6,34,2,B-One,Left
Home,Eggi,Tackle Fail,840,46,28,-,-,2,B-One,Left
Home,Andri V,Intercept,841,72,30,-,-,2,B-One,Left
Home,Andri V,Pass Fail,842,76,36,50,22,2,B-One,Left
Home,Roni S,Pass Fail,843,61,35,56,38,2,B-One,Left
Home,Surya G,Pass,844,54,40,52,48,2,B-One,Left
Home,Ammar,Pass Fail,845,52,53,47,51,2,B-One,Left
Home,Jumagar,Pass,846,79,88,58,71,2,B-One,Left
Home,Surya G,Pass,847,64,53,69,77,2,B-One,Left
Home,Jumagar,Intercept,848,77,79,-,-,2,B-One,Left
Home,Jumagar,Pass,849,64,80,56,80,2,B-One,Left
Home,Ammar,Pass,850,45,81,23,85,2,B-One,Left
Home,Budi Hudni,Pass,851,35,63,-,-,2,B-One,Left
Home,Budi Hudni,Pass,852,30,77,30,64,2,B-One,Left
Home,Eggi,Pass,853,43,61,38,51,2,B-One,Left
Home,Roni S,Pass,854,41,42,30,40,2,B-One,Left
Home,Surya G,Pass Fail,855,27,36,24,21,2,B-One,Left
Home,Andri V,Pass Fail,856,58,39,23,32,2,B-One,Left
Home,Ammar,Intercept,857,37,56,-,-,2,B-One,Left
Home,Ammar,Pass,858,42,55,49,53,2,B-One,Left
Home,Eggi,Pass,859,53,56,32,77,2,B-One,Left
Home,Eggi,Pass Fail,860,48,58,32,78,2,B-One,Left
Home,Jumagar,Pass,861,36,88,25,76,2,B-One,Left
Home,Surya G,Pass,862,24,72,28,65,2,B-One,Left
Home,Budi Hudni,Pass Fail,863,7,69,6,50,2,B-One,Left
Home,Jumagar,Pass,864,53,85,44,70,2,B-One,Left
Home,Surya G,Pass,865,41,69,47,57,2,B-One,Left
Home,Roni S,Pass Fail,866,45,50,21,69,2,B-One,Left
Home,Jumagar,Pass,867,34,89,34,71,2,B-One,Left
Home,Surya G,Pass,868,35,54,33,76,2,B-One,Left
Home,Jumagar,Pass Fail,869,32,86,24,85,2,B-One,Left
Home,Jumagar,Pass,870,34,90,32,71,2,B-One,Left
Home,Surya G,Pass,871,36,69,-,-,2,B-One,Left
Home,Surya G,Pass,872,36,69,34,43,2,B-One,Left
Home,Roni S,Pass,873,36,43,32,22,2,B-One,Left
Home,Budi Hudni,Pass,874,26,9,54,13,2,B-One,Left
Home,Andri V,Pass,875,65,21,30,10,2,B-One,Left
Home,Eggi,Pass Fail,876,25,14,12,35,2,B-One,Left
Home,Antonius,Intercept,877,24,59,-,-,2,B-One,Left
Home,Antonius,Shots On,878,24,54,2,51,2,B-One,Left
Home,Jumagar,Tackle Fail,879,70,61,-,-,2,B-One,Left
Home,Jumagar,Pass Fail,880,70,62,42,55,2,B-One,Left
Home,Andri V,Pass,881,90,34,37,38,2,B-One,Left
Home,Andri V,Pass,882,76,30,46,37,2,B-One,Left
Home,Roni S,Pass,883,41,36,63,58,2,B-One,Left
Home,Antonius,Pass,884,63,75,43,81,2,B-One,Left
Home,Jumagar,Pass Fail,885,20,74,11,55,2,B-One,Left
Home,Surya G,Pass,886,42,72,29,53,2,B-One,Left
Home,Eggi,Pass Fail,887,24,45,-,-,2,B-One,Left
Home,Eggi,Pass Fail,888,24,45,14,59,2,B-One,Left
Home,Eggi,Intercept,889,66,59,-,-,2,B-One,Left
Home,Eggi,Pass,890,64,57,69,62,2,B-One,Left
Home,Antonius,Pass,891,71,66,76,51,2,B-One,Left
Home,Rofi,Pass,892,87,46,78,72,2,B-One,Left
Home,Jumagar,Pass,893,59,53,-,-,2,B-One,Left
Home,Eggi,Pass Fail,894,57,52,39,46,2,B-One,Left
Home,Andri V,Intercept Fail,895,59,18,-,-,2,B-One,Left
Home,Dhiya Ulhaq,Pass Fail,896,94,47,71,89,2,B-One,Left
Home,Dhiya Ulhaq,Pass,897,89,46,76,46,2,B-One,Left
Home,Eggi,Pass,898,66,44,42,23,2,B-One,Left
Home,Ammar,Pass Fail,899,31,8,25,17,2,B-One,Left
Home,Eggi,Intercept Fail,900,43,25,-,-,2,B-One,Left
Home,Rofi,Intercept,901,84,34,-,-,2,B-One,Left
Home,Rofi,Pass,902,81,34,69,34,2,B-One,Left
Home,Eggi,Pass,903,69,33,60,26,2,B-One,Left
Home,Roni S,Pass,904,53,19,35,14,2,B-One,Left
Home,Ammar,Pass,905,37,13,38,32,2,B-One,Left
Home,Surya G,Pass,906,39,59,29,75,2,B-One,Left
Home,Irfan DJ,Pass Fail,907,23,71,22,28,2,B-One,Left
Home,Eggi,Intercept,908,43,30,-,-,2,B-One,Left
Home,Eggi,Pass,909,44,33,27,31,2,B-One,Left
Home,Budi Hudni,Pass,910,26,45,24,50,2,B-One,Left
Home,Eggi,Pass Fail,911,20,42,15,36,2,B-One,Left
Home,Eggi,Intercept Fail,912,79,59,-,-,2,B-One,Left
Home,Andri V,Intercept,913,81,27,-,-,2,B-One,Left
Home,Andri V,Pass Fail,914,87,35,53,35,2,B-One,Left
Home,Surya G,Pass,915,72,46,55,71,2,B-One,Left
Home,Antonius,Pass,916,48,79,24,66,2,B-One,Left
Home,Antonius,Intercept,917,74,77,-,-,2,B-One,Left
Home,Antonius,Pass Fail,918,77,69,58,60,2,B-One,Left
Home,Surya G,Intercept Fail,919,58,84,-,-,2,B-One,Left
Home,Andri V,Intercept,920,72,21,-,-,2,B-One,Left
Home,Andri V,Pass Fail,921,64,23,53,23,2,B-One,Left
Home,Eggi,Intercept,922,70,32,-,-,2,B-One,Left
Home,Eggi,Pass,923,70,34,64,74,2,B-One,Left
Home,Irfan DJ,Pass,924,59,83,33,81,2,B-One,Left
Home,Budi Hudni,Pass,925,33,81,34,59,2,B-One,Left
Home,Eggi,Intercept Fail,926,36,53,-,-,2,B-One,Left
Home,Andri V,Tackle,927,93,29,-,-,2,B-One,Left
Home,Andri V,Pass Fail,928,93,27,63,22,2,B-One,Left
Home,Andri V,Intercept Fail,929,70,22,-,-,2,B-One,Left
Home,Dhiya Ulhaq,Pass,930,95,42,90,41,2,B-One,Left
Home,Rofi,Pass,931,92,36,74,36,2,B-One,Left
Home,Eggi,Pass,932,67,36,40,36,2,B-One,Left
Home,Mubarok,Pass Fail,933,38,31,28,23,2,B-One,Left
Home,Dhiya Ulhaq,Pass,934,94,55,78,83,2,B-One,Left
Home,Antonius,Pass,935,88,81,80,50,2,B-One,Left
Home,Eggi,Pass Fail,936,73,36,45,23,2,B-One,Left
Away,Antonius,Intercepts Failed,937,69,85,62,83,1,X17 FC,Left
Away,Aceng,Tackle Fail,938,39,61,35,58,1,X17 FC,Left
Away,Rizki M,Pass,939,94,35,65,9,1,X17 FC,Left
Away,Jumagar,Pass Fail,940,61,13,53,9,1,X17 FC,Left
Away,Budi Hudni,Pass,941,51,7,56,13,1,X17 FC,Left
Away,Jumagar,Pass Fail,942,55,16,28,23,1,X17 FC,Left
Away,Rofi,Pass Fail,943,76,40,44,33,1,X17 FC,Left
Away,Ridwan,Tackle,944,36,64,40,67,1,X17 FC,Left
Away,Roni S,Pass,945,55,68,38,85,1,X17 FC,Left
Away,Dzikri Akbar,Pass,946,36,80,35,60,1,X17 FC,Left
Away,Antonius,Intercept,947,74,84,71,86,1,X17 FC,Left
Away,Antonius,Pass Fail,948,73,86,42,79,1,X17 FC,Left
Away,Antonius,Pass,949,39,93,36,70,1,X17 FC,Left
Away,Antonius,Tackle,950,41,74,36,76,1,X17 FC,Left
Away,Antonius,Pass,951,39,79,19,74,1,X17 FC,Left
Away,Dzikri Akbar,Pass Fail,952,3,74,4,62,1,X17 FC,Left
Away,Roni S,Intercepts Failed,953,43,51,35,55,1,X17 FC,Left
Away,Ali M,Pass Fail,954,75,44,32,92,1,X17 FC,Left
Away,Ali M,Intercept,955,75,29,79,38,1,X17 FC,Left
Away,Rofi,Pass,956,80,45,56,52,1,X17 FC,Left
Away,Mahardika,Pass,957,53,49,25,67,1,X17 FC,Left
Away,Dzikri Akbar,Shots On,958,6,66,3,56,1,X17 FC,Left
Away,Aceng,Intercept,959,36,45,33,42,1,X17 FC,Left
Away,Aceng,Pass,960,36,49,20,31,1,X17 FC,Left
Away,Budi Hudni,Pass Fail,961,20,30,17,41,1,X17 FC,Left
Away,Rofi,Tackle Fail,962,47,42,38,46,1,X17 FC,Left
Away,Antonius,Intercept,963,65,68,61,69,1,X17 FC,Left
Away,Antonius,Pass,964,63,66,38,63,1,X17 FC,Left
Away,Dzikri Akbar,Pass,965,52,66,33,68,1,X17 FC,Left
Away,Antonius,Pass Fail,966,36,73,30,33,1,X17 FC,Left
Away,Roni S,Pass Fail,967,41,33,20,40,1,X17 FC,Left
Away,Jumagar,Shots Off,968,22,26,3,30,1,X17 FC,Left
Away,Roni S,Tackle Fail,969,44,43,40,46,1,X17 FC,Left
Away,Antonius,Tackle Fail,970,96,74,95,78,1,X17 FC,Left
Away,Roni S,Pass Fail,971,61,39,27,22,1,X17 FC,Left
Away,Rizki M,Pass Fail,972,77,42,52,34,1,X17 FC,Left
Away,Rizki M,Pass,973,95,40,63,38,1,X17 FC,Left
Away,Mahardika,Pass Fail,974,55,43,39,7,1,X17 FC,Left
Away,Antonius,Tackle Fail,975,84,61,79,62,1,X17 FC,Left
Away,Rofi,Tackle Fail,976,83,55,81,58,1,X17 FC,Left
Away,Roni S,Tackle,977,61,78,64,72,1,X17 FC,Left
Away,Roni S,Pass,978,67,65,66,43,1,X17 FC,Left
Away,Aceng,Pass Fail,979,67,58,58,40,1,X17 FC,Left
Away,Budi Hudni,Pass,980,41,43,41,17,1,X17 FC,Left
Away,Jumagar,Pass Fail,981,36,10,7,33,1,X17 FC,Left
Away,Mahardika,Intercepts Failed,982,29,30,27,35,1,X17 FC,Left
Away,Jumagar,Intercept,983,44,13,43,17,1,X17 FC,Left
Away,Jumagar,Pass,984,43,16,32,46,1,X17 FC,Left
Away,Antonius,Pass,985,35,82,39,54,1,X17 FC,Left
Away,Aceng,Pass,986,36,58,40,42,1,X17 FC,Left
Away,Mahardika,Pass,987,40,42,22,70,1,X17 FC,Left
Away,Aceng,Tackle,988,41,55,38,57,1,X17 FC,Left
Away,Aceng,Pass,989,37,56,26,70,1,X17 FC,Left
Away,Mahardika,Pass,990,31,69,21,53,1,X17 FC,Left
Away,Ridwan,Pass,991,23,55,34,47,1,X17 FC,Left
Away,Roni S,Pass,992,44,48,28,33,1,X17 FC,Left
Away,Aceng,Pass,993,30,37,62,29,1,X17 FC,Left
Away,Ali M,Pass,994,62,28,86,43,1,X17 FC,Left
Away,Rizki M,Pass Fail,995,91,41,37,15,1,X17 FC,Left
Away,Aceng,Pass Fail,996,41,28,38,26,1,X17 FC,Left
Away,Aceng,Pass,997,40,26,56,19,1,X17 FC,Left
Away,Jumagar,Pass,998,57,23,40,72,1,X17 FC,Left
Away,Antonius,Pass Fail,999,41,82,20,47,1,X17 FC,Left
Away,Rofi,Pass Fail,1000,74,59,45,10,1,X17 FC,Left
Away,Ali M,Pass,1001,81,24,70,78,1,X17 FC,Left
Away,Dzikri Akbar,Pass,1002,71,82,81,65,1,X17 FC,Left
Away,Ali M,Intercept,1003,94,38,92,42,1,X17 FC,Left
Away,Ali M,Pass Fail,1004,92,38,54,26,1,X17 FC,Left
Away,Mahardika,Tackle Fail,1005,69,37,62,37,1,X17 FC,Left
Away,Ridwan,Pass,1006,50,50,63,45,1,X17 FC,Left
Away,Roni S,Pass,1007,64,37,28,84,1,X17 FC,Left
Away,Dzikri Akbar,Pass,1008,24,77,46,75,1,X17 FC,Left
Away,Aceng,Pass,1009,38,77,53,57,1,X17 FC,Left
Away,Roni S,Pass Fail,1010,59,59,31,41,1,X17 FC,Left
Away,Jumagar,Intercept,1011,55,33,53,38,1,X17 FC,Left
Away,Jumagar,Pass Fail,1012,54,32,27,41,1,X17 FC,Left
Away,Jumagar,Tackle Fail,1013,94,27,98,26,1,X17 FC,Left
Away,Budi Hudni,Intercepts Failed,1014,97,35,94,42,1,X17 FC,Left
Away,Rizki M,Pass,1015,96,43,89,33,1,X17 FC,Left
Away,Ali M,Pass,1016,92,32,76,10,1,X17 FC,Left
Away,Jumagar,Pass,1017,79,9,59,7,1,X17 FC,Left
Away,Budi Hudni,Pass,1018,61,10,66,25,1,X17 FC,Left
Away,Roni S,Pass,1019,73,25,63,9,1,X17 FC,Left
Away,Budi Hudni,Pass,1020,62,9,70,25,1,X17 FC,Left
Away,Roni S,Pass,1021,72,16,60,35,1,X17 FC,Left
Away,Aceng,Pass,1022,67,35,45,23,1,X17 FC,Left
Away,Ali M,Tackle Fail,1023,69,28,60,25,1,X17 FC,Left
Away,Rizki M,Pass,1024,92,38,56,25,1,X17 FC,Left
Away,Budi Hudni,Pass,1025,53,27,69,33,1,X17 FC,Left
Away,Roni S,Pass,1026,74,29,29,39,1,X17 FC,Left
Away,Ridwan,Pass Fail,1027,26,46,21,54,1,X17 FC,Left
Away,Aceng,Tackle Fail,1028,41,54,35,59,1,X17 FC,Left
Away,Rizki M,Pass,1029,77,43,34,56,1,X17 FC,Left
Away,Roni S,Shots Off,1030,43,60,3,33,1,X17 FC,Left
Away,Roni S,Intercepts Failed,1031,43,56,38,61,1,X17 FC,Left
Away,Rofi,Pass Fail,1032,44,56,27,64,1,X17 FC,Left
Away,Rofi,Tackle,1033,57,63,63,69,1,X17 FC,Left
Away,Rofi,Pass,1034,62,63,75,81,1,X17 FC,Left
Away,Antonius,Pass,1035,68,76,31,76,1,X17 FC,Left
Away,Dzikri Akbar,Pass,1036,34,76,46,51,1,X17 FC,Left
Away,Aceng,Pass,1037,42,56,57,43,1,X17 FC,Left
Away,Roni S,Pass,1038,57,38,32,40,1,X17 FC,Left
Away,Ridwan,Pass Fail,1039,30,47,13,64,1,X17 FC,Left
Away,Aceng,Tackle Fail,1040,27,78,21,83,1,X17 FC,Left
Away,Aceng,Tackle Fail,1041,37,76,43,85,1,X17 FC,Left
Away,Dzikri Akbar,Pass Fail,1042,28,89,34,69,1,X17 FC,Left
Away,Roni S,Pass Fail,1043,56,63,23,58,1,X17 FC,Left
Away,Budi Hudni,Tackle Fail,1044,18,56,25,59,1,X17 FC,Left
Away,Roni S,Tackle,1045,45,46,35,50,1,X17 FC,Left
Away,Roni S,Pass,1046,44,47,36,54,1,X17 FC,Left
Away,Aceng,Pass,1047,40,51,30,77,1,X17 FC,Left
Away,Dzikri Akbar,Pass,1048,26,77,28,54,1,X17 FC,Left
Away,Dzikri Akbar,Pass Fail,1049,3,73,9,47,1,X17 FC,Left
Away,Budi Hudni,Pass,1050,32,58,19,75,1,X17 FC,Left
Away,Roni S,Intercept,1051,45,47,34,60,1,X17 FC,Left
Away,Ridwan,Pass,1052,35,68,23,82,1,X17 FC,Left
Away,Dzikri Akbar,Pass,1053,17,76,16,57,1,X17 FC,Left
Away,Jumagar,Corner,1054,2,92,7,55,1,X17 FC,Left
Away,Jumagar,Pass Fail,1055,2,89,1,57,1,X17 FC,Left
Away,Aceng,Tackle Fail,1056,42,48,36,48,1,X17 FC,Left
Away,Roni S,Intercept,1057,45,46,35,40,1,X17 FC,Left
Away,Roni S,Pass,1058,47,37,37,26,1,X17 FC,Left
Away,Aceng,Pass,1059,57,52,39,26,1,X17 FC,Left
Away,Budi Hudni,Pass,1060,39,26,35,11,1,X17 FC,Left
Away,Mahardika,SUBS  OUT,1061,53,7,53,4,1,X17 FC,Left
Away,Fikri N,SUBS  IN,1062,53,90,52,83,1,X17 FC,Left
Away,Ridwan,Intercept,1063,44,67,35,66,1,X17 FC,Left
Away,Rizki M,Pass,1064,91,42,58,5,1,X17 FC,Left
Away,Ali M,Pass Fail,1065,80,27,39,23,1,X17 FC,Left
Away,Fikri N,Pass,1066,30,4,34,25,1,X17 FC,Left
Away,Jumagar,Pass,1067,35,19,30,7,1,X17 FC,Left
Away,Ali M,Intercept,1068,72,21,72,11,1,X17 FC,Left
Away,Ali M,Intercept,1069,91,38,78,5,1,X17 FC,Left
Away,Fikri N,Corner,1070,3,91,9,29,1,X17 FC,Left
Away,Aceng,Tackle Fail,1071,11,32,12,38,1,X17 FC,Left
Away,Ali M,Pass,1072,80,51,75,63,1,X17 FC,Left
Away,Rofi,Pass Fail,1073,74,67,11,30,1,X17 FC,Left
Away,Ali M,Pass Fail,1074,76,26,52,28,1,X17 FC,Left
Away,Ali M,Pass,1075,82,35,64,37,1,X17 FC,Left
Away,Roni S,Pass,1076,71,43,55,12,1,X17 FC,Left
Away,Rizki M,Pass,1077,90,52,81,72,1,X17 FC,Left
Away,Rofi,Pass,1078,79,68,73,57,1,X17 FC,Left
Away,Budi Hudni,Pass,1079,75,66,75,54,1,X17 FC,Left
Away,Roni S,Pass,1080,74,60,61,63,1,X17 FC,Left
Away,Budi Hudni,Pass Fail,1081,65,50,69,72,1,X17 FC,Left
Away,Rofi,Pass,1082,30,90,30,61,1,X17 FC,Left
Away,Budi Hudni,Pass,1083,23,71,30,58,1,X17 FC,Left
Away,Fikri N,Shots On,1084,25,69,3,49,1,X17 FC,Left
Away,Roni S,Tackle,1085,77,43,64,38,1,X17 FC,Left
Away,Rizki M,Pass,1086,78,39,70,24,1,X17 FC,Left
Away,Ali M,Pass,1087,73,31,63,19,1,X17 FC,Left
Away,Roni S,Pass,1088,71,25,28,34,1,X17 FC,Left
Away,Ridwan,Pass Fail,1089,25,38,38,39,1,X17 FC,Left
Away,Rofi,Pass Fail,1090,38,85,18,52,1,X17 FC,Left
Away,Rizki M,Pass Fail,1091,98,50,44,57,1,X17 FC,Left
Away,Jumagar,Intercept,1092,63,20,74,22,1,X17 FC,Left
Away,Jumagar,Pass,1093,63,23,43,6,1,X17 FC,Left
Away,Fikri N,Pass,1094,39,17,40,26,1,X17 FC,Left
Away,Aceng,Pass Fail,1095,42,25,37,16,1,X17 FC,Left
Away,Roni S,Tackle,1096,61,14,53,22,1,X17 FC,Left
Away,Jumagar,Pass,1097,55,7,29,26,1,X17 FC,Left
Away,Budi Hudni,Pass,1098,36,19,45,19,1,X17 FC,Left
Away,Jumagar,Pass,1099,42,8,31,22,1,X17 FC,Left
Away,Aceng,Pass,1100,41,25,34,9,1,X17 FC,Left
Away,Fikri N,Pass,1101,41,9,25,6,1,X17 FC,Left
Away,Budi Hudni,Pass,1102,29,13,38,28,1,X17 FC,Left
Away,Roni S,Pass Fail,1103,37,19,13,38,1,X17 FC,Left
Away,Aceng,Intercept,1104,26,44,25,51,1,X17 FC,Left
Away,Aceng,Pass,1105,26,52,37,67,1,X17 FC,Left
Away,Rofi,Shots On,1106,28,62,1,56,1,X17 FC,Left
Away,Dzikri Akbar,Tackle,1107,34,53,31,61,1,X17 FC,Left
Away,Dzikri Akbar,Pass,1108,36,57,29,76,1,X17 FC,Left
Away,Ridwan,Pass Fail,1109,21,62,22,48,1,X17 FC,Left
Away,HALF TIME,HALF TIME,1110,50,50,-,-,0,X17 FC,
Away,HALF TIME,HALF TIME,1111,50,50,-,-,0,X17 FC,
Away,Antonius,Pass,1112,21,56,20,34,2,X17 FC,Right
Away,Ali M,Pass,1113,21,28,29,11,2,X17 FC,Right
Away,Rofi,Pass Fail,1114,33,6,80,3,2,X17 FC,Right
Away,Aceng,Tackle Fail,1115,43,67,44,61,2,X17 FC,Right
Away,Ali M,Intercept,1116,21,30,33,43,2,X17 FC,Right
Away,Roni S,Pass,1117,26,50,33,72,2,X17 FC,Right
Away,Asep Juandi,Pass,1118,33,73,26,49,2,X17 FC,Right
Away,Roni S,Pass Fail,1119,34,45,39,43,2,X17 FC,Right
Away,Aceng,Pass,1120,31,60,38,40,2,X17 FC,Right
Away,Roni S,Pass Fail,1121,31,32,67,30,2,X17 FC,Right
Away,Roni S,Pass,1122,31,38,78,77,2,X17 FC,Right
Away,Asep Juandi,Pass Fail,1123,87,83,88,49,2,X17 FC,Right
Away,Ali M,Intercept,1124,19,34,23,27,2,X17 FC,Right
Away,Antonius,Pass Fail,1125,21,49,36,67,2,X17 FC,Right
Away,Ridwan,Intercept,1126,69,62,64,53,2,X17 FC,Right
Away,Dimas Bayu,Pass,1127,11,47,32,35,2,X17 FC,Right
Away,Aceng,Pass,1128,35,55,31,44,2,X17 FC,Right
Away,Dimas Bayu,Tackle Fail,1129,10,38,13,34,2,X17 FC,Right
Away,Ridwan,Pass,1130,49,49,39,48,2,X17 FC,Right
Away,Budi Hudni,Pass,1131,32,43,39,23,2,X17 FC,Right
Away,Rofi,Pass,1132,41,20,35,36,2,X17 FC,Right
Away,Budi Hudni,Pass,1133,38,38,66,73,2,X17 FC,Right
Away,Asep Juandi,Pass,1134,68,71,66,46,2,X17 FC,Right
Away,Antonius,Pass,1135,26,51,38,45,2,X17 FC,Right
Away,Roni S,Pass Fail,1136,34,39,81,36,2,X17 FC,Right
Away,Rofi,Intercept,1137,20,14,33,22,2,X17 FC,Right
Away,Rofi,Pass,1138,25,18,35,24,2,X17 FC,Right
Away,Roni S,Pass,1139,29,27,42,32,2,X17 FC,Right
Away,Roni S,Pass Fail,1140,23,29,76,63,2,X17 FC,Right
Away,Antonius,Pass Fail,1141,27,43,53,45,2,X17 FC,Right
Away,Antonius,Pass,1142,25,58,43,62,2,X17 FC,Right
Away,Ali M,Intercept,1143,25,42,23,50,2,X17 FC,Right
Away,Dimas Bayu,Pass,1144,3,41,8,35,2,X17 FC,Right
Away,Ali M,Pass,1145,13,32,23,13,2,X17 FC,Right
Away,Rofi,Pass,1146,21,14,8,31,2,X17 FC,Right
Away,Ali M,Pass,1147,11,34,13,61,2,X17 FC,Right
Away,Antonius,Pass,1148,10,58,13,30,2,X17 FC,Right
Away,Ali M,Pass,1149,12,27,28,11,2,X17 FC,Right
Away,Rofi,Pass,1150,36,9,64,7,2,X17 FC,Right
Away,Roni S,Intercept Fail,1151,38,59,31,52,2,X17 FC,Right
Away,Budi Hudni,Pass,1152,33,21,24,30,2,X17 FC,Right
Away,Roni S,Pass Fail,1153,32,27,81,35,2,X17 FC,Right
Away,Fikri N,Tackle Fail,1154,66,29,69,34,2,X17 FC,Right
